,juror,country,fight,role,score,participant,problem,round,fightName
1470,Vadim Semaka,USA,4,Rep,3.0,Anthony Khodanian,12. Jet charged!,2,Selective Fight 4| Room CO123| Round 2
1471,Vadim Semaka,Poland,4,Opp,8.0,Wojciech Zwoliński,12. Jet charged!,2,Selective Fight 4| Room CO123| Round 2
1472,Vadim Semaka,Australia,4,Mod,6.0,Shaun McAnally,12. Jet charged!,2,Selective Fight 4| Room CO123| Round 2
1473,Vsevolod Zhdanov,USA,4,Rep,5.0,Anthony Khodanian,12. Jet charged!,2,Selective Fight 4| Room CO123| Round 2
1474,Vsevolod Zhdanov,Poland,4,Opp,7.0,Wojciech Zwoliński,12. Jet charged!,2,Selective Fight 4| Room CO123| Round 2
1475,Vsevolod Zhdanov,Australia,4,Mod,5.0,Shaun McAnally,12. Jet charged!,2,Selective Fight 4| Room CO123| Round 2
1476,Aake Andersson,Poland,4,Rep,6.0,Paweł Szczypkowski,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1477,Aake Andersson,Australia,4,Opp,7.0,Christopher Chang,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1478,Aake Andersson,USA,4,Mod,6.0,Shantanu Kadam,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1479,Frederic de Montmolin,Poland,4,Rep,6.0,Paweł Szczypkowski,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1480,Frederic de Montmolin,Australia,4,Opp,6.0,Christopher Chang,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1481,Frederic de Montmolin,USA,4,Mod,6.0,Shantanu Kadam,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1482,Guilhem Gallot,Poland,4,Rep,7.0,Paweł Szczypkowski,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1483,Guilhem Gallot,Australia,4,Opp,6.0,Christopher Chang,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1484,Guilhem Gallot,USA,4,Mod,8.0,Shantanu Kadam,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1485,Schneider Olivier,Poland,4,Rep,7.0,Paweł Szczypkowski,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1486,Schneider Olivier,Australia,4,Opp,6.0,Christopher Chang,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1487,Schneider Olivier,USA,4,Mod,6.0,Shantanu Kadam,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1488,Thiago Americo da Silva Cardoso,Poland,4,Rep,8.0,Paweł Szczypkowski,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1489,Thiago Americo da Silva Cardoso,Australia,4,Opp,7.0,Christopher Chang,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1490,Thiago Americo da Silva Cardoso,USA,4,Mod,7.0,Shantanu Kadam,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1491,Vadim Semaka,Poland,4,Rep,3.0,Paweł Szczypkowski,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1492,Vadim Semaka,Australia,4,Opp,7.0,Christopher Chang,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1493,Vadim Semaka,USA,4,Mod,7.0,Shantanu Kadam,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1494,Vsevolod Zhdanov,Poland,4,Rep,7.0,Paweł Szczypkowski,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1495,Vsevolod Zhdanov,Australia,4,Opp,6.0,Christopher Chang,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1496,Vsevolod Zhdanov,USA,4,Mod,7.0,Shantanu Kadam,10. Cup flyers,3,Selective Fight 4| Room CO123| Round 3
1497,Anastasiia Vasylchenkova,Russia – Voronezh State University + VSTU + MIPT,4,Rep,8.0,Ekaterina Rosnovskaia,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1498,Anastasiia Vasylchenkova,Croatia,4,Opp,6.0,Matija Tečer,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1499,Anastasiia Vasylchenkova,France – École polytechnique,4,Mod,6.0,Han Yu Sit,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1500,Andrés  García Castro,Russia – Voronezh State University + VSTU + MIPT,4,Rep,8.0,Ekaterina Rosnovskaia,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1501,Andrés  García Castro,Croatia,4,Opp,7.0,Matija Tečer,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1502,Andrés  García Castro,France – École polytechnique,4,Mod,7.0,Han Yu Sit,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1503,Jean-Marie Fürbringer,Russia – Voronezh State University + VSTU + MIPT,4,Rep,8.0,Ekaterina Rosnovskaia,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1504,Jean-Marie Fürbringer,Croatia,4,Opp,5.0,Matija Tečer,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1505,Jean-Marie Fürbringer,France – École polytechnique,4,Mod,8.0,Han Yu Sit,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1506,Lorenzo Périssé,Russia – Voronezh State University + VSTU + MIPT,4,Rep,6.0,Ekaterina Rosnovskaia,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1507,Lorenzo Périssé,Croatia,4,Opp,6.0,Matija Tečer,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1508,Lorenzo Périssé,France – École polytechnique,4,Mod,8.0,Han Yu Sit,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1509,Mark Bochkov,Russia – Voronezh State University + VSTU + MIPT,4,Rep,5.0,Ekaterina Rosnovskaia,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1510,Mark Bochkov,Croatia,4,Opp,6.0,Matija Tečer,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1511,Mark Bochkov,France – École polytechnique,4,Mod,7.0,Han Yu Sit,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1512,Nicolas Taberlet,Russia – Voronezh State University + VSTU + MIPT,4,Rep,8.0,Ekaterina Rosnovskaia,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1513,Nicolas Taberlet,Croatia,4,Opp,7.0,Matija Tečer,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1514,Nicolas Taberlet,France – École polytechnique,4,Mod,7.0,Han Yu Sit,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1515,Oleg Bezshyyko,Russia – Voronezh State University + VSTU + MIPT,4,Rep,5.0,Ekaterina Rosnovskaia,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1516,Oleg Bezshyyko,Croatia,4,Opp,5.0,Matija Tečer,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1517,Oleg Bezshyyko,France – École polytechnique,4,Mod,6.0,Han Yu Sit,10. Cup flyers,2,Selective Fight 4| Room CO122| Round 2
1518,Anastasiia Vasylchenkova,Croatia,4,Rep,6.0,Mate Picukarić,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1519,Anastasiia Vasylchenkova,France – École polytechnique,4,Opp,7.0,Kyrylo Gerashchenko,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1520,Anastasiia Vasylchenkova,Russia – Voronezh State University + VSTU + MIPT,4,Mod,7.0,Sergei Glebov,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1521,Andrés  García Castro,Croatia,4,Rep,6.0,Mate Picukarić,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1522,Andrés  García Castro,France – École polytechnique,4,Opp,6.0,Kyrylo Gerashchenko,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1523,Andrés  García Castro,Russia – Voronezh State University + VSTU + MIPT,4,Mod,7.0,Sergei Glebov,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1524,Jean-Marie Fürbringer,Croatia,4,Rep,8.0,Mate Picukarić,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1525,Jean-Marie Fürbringer,France – École polytechnique,4,Opp,9.0,Kyrylo Gerashchenko,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1526,Jean-Marie Fürbringer,Russia – Voronezh State University + VSTU + MIPT,4,Mod,8.0,Sergei Glebov,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1527,Lorenzo Périssé,Croatia,4,Rep,7.0,Mate Picukarić,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1528,Lorenzo Périssé,France – École polytechnique,4,Opp,8.0,Kyrylo Gerashchenko,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1529,Lorenzo Périssé,Russia – Voronezh State University + VSTU + MIPT,4,Mod,8.0,Sergei Glebov,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1530,Mark Bochkov,Croatia,4,Rep,4.0,Mate Picukarić,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1531,Mark Bochkov,France – École polytechnique,4,Opp,6.0,Kyrylo Gerashchenko,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1532,Mark Bochkov,Russia – Voronezh State University + VSTU + MIPT,4,Mod,7.0,Sergei Glebov,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1533,Nicolas Taberlet,Croatia,4,Rep,6.0,Mate Picukarić,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1534,Nicolas Taberlet,France – École polytechnique,4,Opp,7.0,Kyrylo Gerashchenko,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1535,Nicolas Taberlet,Russia – Voronezh State University + VSTU + MIPT,4,Mod,7.0,Sergei Glebov,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1536,Oleg Bezshyyko,Croatia,4,Rep,6.0,Mate Picukarić,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1537,Oleg Bezshyyko,France – École polytechnique,4,Opp,6.0,Kyrylo Gerashchenko,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1538,Oleg Bezshyyko,Russia – Voronezh State University + VSTU + MIPT,4,Mod,5.0,Sergei Glebov,3. Apples and Oranges,3,Selective Fight 4| Room CO122| Round 3
1539,Anastasiia Vasylchenkova,Russia – Voronezh State University + VSTU + MIPT,5,Rep,7.0,Sergei Glebov,2. Yut,1,Semifinal 1| Round 1
1540,Anastasiia Vasylchenkova,Sweden,5,Opp,7.0,Viktor Pontéus,2. Yut,1,Semifinal 1| Round 1
1541,Anastasiia Vasylchenkova,France – École polytechnique,5,Mod,7.0,Han Yu Sit,2. Yut,1,Semifinal 1| Round 1
1542,Dmytro Oliinychenko,Russia – Voronezh State University + VSTU + MIPT,5,Rep,7.0,Sergei Glebov,2. Yut,1,Semifinal 1| Round 1
1543,Dmytro Oliinychenko,Sweden,5,Opp,6.0,Viktor Pontéus,2. Yut,1,Semifinal 1| Round 1
1544,Dmytro Oliinychenko,France – École polytechnique,5,Mod,5.0,Han Yu Sit,2. Yut,1,Semifinal 1| Round 1
1545,Krzysztof Turzynski,Russia – Voronezh State University + VSTU + MIPT,5,Rep,6.0,Sergei Glebov,2. Yut,1,Semifinal 1| Round 1
1546,Krzysztof Turzynski,Sweden,5,Opp,5.0,Viktor Pontéus,2. Yut,1,Semifinal 1| Round 1
1547,Krzysztof Turzynski,France – École polytechnique,5,Mod,3.0,Han Yu Sit,2. Yut,1,Semifinal 1| Round 1
1548,Michael Wagenpfeil,Russia – Voronezh State University + VSTU + MIPT,5,Rep,8.0,Sergei Glebov,2. Yut,1,Semifinal 1| Round 1
1549,Michael Wagenpfeil,Sweden,5,Opp,5.0,Viktor Pontéus,2. Yut,1,Semifinal 1| Round 1
1550,Michael Wagenpfeil,France – École polytechnique,5,Mod,6.0,Han Yu Sit,2. Yut,1,Semifinal 1| Round 1
1551,Nicoletta Mauri,Russia – Voronezh State University + VSTU + MIPT,5,Rep,8.0,Sergei Glebov,2. Yut,1,Semifinal 1| Round 1
1552,Nicoletta Mauri,Sweden,5,Opp,7.0,Viktor Pontéus,2. Yut,1,Semifinal 1| Round 1
1553,Nicoletta Mauri,France – École polytechnique,5,Mod,8.0,Han Yu Sit,2. Yut,1,Semifinal 1| Round 1
1554,Peter Vesborg,Russia – Voronezh State University + VSTU + MIPT,5,Rep,7.0,Sergei Glebov,2. Yut,1,Semifinal 1| Round 1
1555,Peter Vesborg,Sweden,5,Opp,7.0,Viktor Pontéus,2. Yut,1,Semifinal 1| Round 1
1556,Peter Vesborg,France – École polytechnique,5,Mod,7.0,Han Yu Sit,2. Yut,1,Semifinal 1| Round 1
1557,Anastasiia Vasylchenkova,Sweden,5,Rep,6.0,Tarek Ben Slimane,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1558,Anastasiia Vasylchenkova,France – École polytechnique,5,Opp,8.0,Mathieu Lizee,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1559,Anastasiia Vasylchenkova,Russia – Voronezh State University + VSTU + MIPT,5,Mod,5.0,Aleksandra Maslakova,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1560,Dmytro Oliinychenko,Sweden,5,Rep,8.0,Tarek Ben Slimane,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1561,Dmytro Oliinychenko,France – École polytechnique,5,Opp,6.0,Mathieu Lizee,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1562,Dmytro Oliinychenko,Russia – Voronezh State University + VSTU + MIPT,5,Mod,6.0,Aleksandra Maslakova,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1563,Krzysztof Turzynski,Sweden,5,Rep,9.0,Tarek Ben Slimane,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1564,Krzysztof Turzynski,France – École polytechnique,5,Opp,8.0,Mathieu Lizee,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1565,Krzysztof Turzynski,Russia – Voronezh State University + VSTU + MIPT,5,Mod,10.0,Aleksandra Maslakova,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1566,Michael Wagenpfeil,Sweden,5,Rep,9.0,Tarek Ben Slimane,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1567,Michael Wagenpfeil,France – École polytechnique,5,Opp,8.0,Mathieu Lizee,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1568,Michael Wagenpfeil,Russia – Voronezh State University + VSTU + MIPT,5,Mod,7.0,Aleksandra Maslakova,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1569,Nicoletta Mauri,Sweden,5,Rep,6.0,Tarek Ben Slimane,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1570,Nicoletta Mauri,France – École polytechnique,5,Opp,6.0,Mathieu Lizee,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1571,Nicoletta Mauri,Russia – Voronezh State University + VSTU + MIPT,5,Mod,7.0,Aleksandra Maslakova,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1572,Peter Vesborg,Sweden,5,Rep,8.0,Tarek Ben Slimane,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1573,Peter Vesborg,France – École polytechnique,5,Opp,9.0,Mathieu Lizee,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1574,Peter Vesborg,Russia – Voronezh State University + VSTU + MIPT,5,Mod,9.0,Aleksandra Maslakova,17. Lab Shock Diamonds,2,Semifinal 1| Round 2
1575,Anastasiia Vasylchenkova,France – École polytechnique,5,Rep,9.0,Mathieu Lizee,1. Tesla coil engine,3,Semifinal 1| Round 3
1576,Anastasiia Vasylchenkova,Russia – Voronezh State University + VSTU + MIPT,5,Opp,8.0,Sergei Glebov,1. Tesla coil engine,3,Semifinal 1| Round 3
1577,Anastasiia Vasylchenkova,Sweden,5,Mod,7.0,Marcus Alm,1. Tesla coil engine,3,Semifinal 1| Round 3
1578,Dmytro Oliinychenko,France – École polytechnique,5,Rep,9.0,Mathieu Lizee,1. Tesla coil engine,3,Semifinal 1| Round 3
1579,Dmytro Oliinychenko,Russia – Voronezh State University + VSTU + MIPT,5,Opp,8.0,Sergei Glebov,1. Tesla coil engine,3,Semifinal 1| Round 3
1580,Dmytro Oliinychenko,Sweden,5,Mod,6.0,Marcus Alm,1. Tesla coil engine,3,Semifinal 1| Round 3
1581,Krzysztof Turzynski,France – École polytechnique,5,Rep,10.0,Mathieu Lizee,1. Tesla coil engine,3,Semifinal 1| Round 3
1582,Krzysztof Turzynski,Russia – Voronezh State University + VSTU + MIPT,5,Opp,3.0,Sergei Glebov,1. Tesla coil engine,3,Semifinal 1| Round 3
1583,Krzysztof Turzynski,Sweden,5,Mod,9.0,Marcus Alm,1. Tesla coil engine,3,Semifinal 1| Round 3
1584,Michael Wagenpfeil,France – École polytechnique,5,Rep,7.0,Mathieu Lizee,1. Tesla coil engine,3,Semifinal 1| Round 3
1585,Michael Wagenpfeil,Russia – Voronezh State University + VSTU + MIPT,5,Opp,8.0,Sergei Glebov,1. Tesla coil engine,3,Semifinal 1| Round 3
1586,Michael Wagenpfeil,Sweden,5,Mod,7.0,Marcus Alm,1. Tesla coil engine,3,Semifinal 1| Round 3
1587,Nicoletta Mauri,France – École polytechnique,5,Rep,9.0,Mathieu Lizee,1. Tesla coil engine,3,Semifinal 1| Round 3
1588,Nicoletta Mauri,Russia – Voronezh State University + VSTU + MIPT,5,Opp,8.0,Sergei Glebov,1. Tesla coil engine,3,Semifinal 1| Round 3
1589,Nicoletta Mauri,Sweden,5,Mod,8.0,Marcus Alm,1. Tesla coil engine,3,Semifinal 1| Round 3
1590,Peter Vesborg,France – École polytechnique,5,Rep,10.0,Mathieu Lizee,1. Tesla coil engine,3,Semifinal 1| Round 3
1591,Peter Vesborg,Russia – Voronezh State University + VSTU + MIPT,5,Opp,6.0,Sergei Glebov,1. Tesla coil engine,3,Semifinal 1| Round 3
1592,Peter Vesborg,Sweden,5,Mod,5.0,Marcus Alm,1. Tesla coil engine,3,Semifinal 1| Round 3
1593,David Collomb,Ukraine - National University of Kharkiv,5,Rep,9.0,Ievgeniia  Gerashchenko andHryhorii Ovcharenko,5. Water dancing ball,3,Semifinal 2| Round 3
1594,David Collomb,Switzerland,5,Opp,6.0,Nicholas Greensmith,5. Water dancing ball,3,Semifinal 2| Round 3
1595,David Collomb,Colombia,5,Mod,8.0,Juan Pacheco Arias,5. Water dancing ball,3,Semifinal 2| Round 3
1596,Jakob Pedersen,Ukraine - National University of Kharkiv,5,Rep,7.0,Ievgeniia  Gerashchenko andHryhorii Ovcharenko,5. Water dancing ball,3,Semifinal 2| Round 3
1597,Jakob Pedersen,Switzerland,5,Opp,7.0,Nicholas Greensmith,5. Water dancing ball,3,Semifinal 2| Round 3
1598,Jakob Pedersen,Colombia,5,Mod,7.0,Juan Pacheco Arias,5. Water dancing ball,3,Semifinal 2| Round 3
1599,Marko Jerčić,Ukraine - National University of Kharkiv,5,Rep,9.0,Ievgeniia  Gerashchenko andHryhorii Ovcharenko,5. Water dancing ball,3,Semifinal 2| Round 3
1600,Marko Jerčić,Switzerland,5,Opp,8.0,Nicholas Greensmith,5. Water dancing ball,3,Semifinal 2| Round 3
1601,Marko Jerčić,Colombia,5,Mod,8.0,Juan Pacheco Arias,5. Water dancing ball,3,Semifinal 2| Round 3
1602,Piotr Podlaski,Ukraine - National University of Kharkiv,5,Rep,8.0,Ievgeniia  Gerashchenko andHryhorii Ovcharenko,5. Water dancing ball,3,Semifinal 2| Round 3
1603,Piotr Podlaski,Switzerland,5,Opp,7.0,Nicholas Greensmith,5. Water dancing ball,3,Semifinal 2| Round 3
1604,Piotr Podlaski,Colombia,5,Mod,5.0,Juan Pacheco Arias,5. Water dancing ball,3,Semifinal 2| Round 3
1605,Simon Luca Villani,Ukraine - National University of Kharkiv,5,Rep,8.0,Ievgeniia  Gerashchenko andHryhorii Ovcharenko,5. Water dancing ball,3,Semifinal 2| Round 3
1606,Simon Luca Villani,Switzerland,5,Opp,7.0,Nicholas Greensmith,5. Water dancing ball,3,Semifinal 2| Round 3
1607,Simon Luca Villani,Colombia,5,Mod,7.0,Juan Pacheco Arias,5. Water dancing ball,3,Semifinal 2| Round 3
1608,Suzanne Andersen,Ukraine - National University of Kharkiv,5,Rep,9.0,Ievgeniia  Gerashchenko andHryhorii Ovcharenko,5. Water dancing ball,3,Semifinal 2| Round 3
1609,Suzanne Andersen,Switzerland,5,Opp,10.0,Nicholas Greensmith,5. Water dancing ball,3,Semifinal 2| Round 3
1610,Suzanne Andersen,Colombia,5,Mod,10.0,Juan Pacheco Arias,5. Water dancing ball,3,Semifinal 2| Round 3
1611,David Collomb,Switzerland,5,Rep,6.0,Maxime Scheder,13. String shooter,1,Semifinal 2| Round 1
1612,David Collomb,Colombia,5,Opp,6.0,Daniel Borrero Landazabal,13. String shooter,1,Semifinal 2| Round 1
1613,David Collomb,Ukraine - National University of Kharkiv,5,Mod,9.0,Ihor Sikachyna,13. String shooter,1,Semifinal 2| Round 1
1614,Jakob Pedersen,Switzerland,5,Rep,8.0,Maxime Scheder,13. String shooter,1,Semifinal 2| Round 1
1615,Jakob Pedersen,Colombia,5,Opp,7.0,Daniel Borrero Landazabal,13. String shooter,1,Semifinal 2| Round 1
1616,Jakob Pedersen,Ukraine - National University of Kharkiv,5,Mod,8.0,Ihor Sikachyna,13. String shooter,1,Semifinal 2| Round 1
1617,Marko Jerčić,Switzerland,5,Rep,7.0,Maxime Scheder,13. String shooter,1,Semifinal 2| Round 1
1618,Marko Jerčić,Colombia,5,Opp,4.0,Daniel Borrero Landazabal,13. String shooter,1,Semifinal 2| Round 1
1619,Marko Jerčić,Ukraine - National University of Kharkiv,5,Mod,6.0,Ihor Sikachyna,13. String shooter,1,Semifinal 2| Round 1
1620,Piotr Podlaski,Switzerland,5,Rep,6.0,Maxime Scheder,13. String shooter,1,Semifinal 2| Round 1
1621,Piotr Podlaski,Colombia,5,Opp,6.0,Daniel Borrero Landazabal,13. String shooter,1,Semifinal 2| Round 1
1622,Piotr Podlaski,Ukraine - National University of Kharkiv,5,Mod,7.0,Ihor Sikachyna,13. String shooter,1,Semifinal 2| Round 1
1623,Simon Luca Villani,Switzerland,5,Rep,7.0,Maxime Scheder,13. String shooter,1,Semifinal 2| Round 1
1624,Simon Luca Villani,Colombia,5,Opp,6.0,Daniel Borrero Landazabal,13. String shooter,1,Semifinal 2| Round 1
1625,Simon Luca Villani,Ukraine - National University of Kharkiv,5,Mod,7.0,Ihor Sikachyna,13. String shooter,1,Semifinal 2| Round 1
1626,Suzanne Andersen,Switzerland,5,Rep,7.0,Maxime Scheder,13. String shooter,1,Semifinal 2| Round 1
1627,Suzanne Andersen,Colombia,5,Opp,6.0,Daniel Borrero Landazabal,13. String shooter,1,Semifinal 2| Round 1
1628,Suzanne Andersen,Ukraine - National University of Kharkiv,5,Mod,8.0,Ihor Sikachyna,13. String shooter,1,Semifinal 2| Round 1
1629,David Collomb,Colombia,5,Rep,7.0,Steven Rico,6. Broken pencils,2,Semifinal 2| Round 2
1630,David Collomb,Ukraine - National University of Kharkiv,5,Opp,6.0,Hryhorii Ovcharenko,6. Broken pencils,2,Semifinal 2| Round 2
1631,David Collomb,Switzerland,5,Mod,7.0,Ivan Rojkov,6. Broken pencils,2,Semifinal 2| Round 2
1632,Jakob Pedersen,Colombia,5,Rep,6.0,Steven Rico,6. Broken pencils,2,Semifinal 2| Round 2
1633,Jakob Pedersen,Ukraine - National University of Kharkiv,5,Opp,7.0,Hryhorii Ovcharenko,6. Broken pencils,2,Semifinal 2| Round 2
1634,Jakob Pedersen,Switzerland,5,Mod,8.0,Ivan Rojkov,6. Broken pencils,2,Semifinal 2| Round 2
1635,Marko Jerčić,Colombia,5,Rep,6.0,Steven Rico,6. Broken pencils,2,Semifinal 2| Round 2
1636,Marko Jerčić,Ukraine - National University of Kharkiv,5,Opp,8.0,Hryhorii Ovcharenko,6. Broken pencils,2,Semifinal 2| Round 2
1637,Marko Jerčić,Switzerland,5,Mod,5.0,Ivan Rojkov,6. Broken pencils,2,Semifinal 2| Round 2
1638,Piotr Podlaski,Colombia,5,Rep,4.0,Steven Rico,6. Broken pencils,2,Semifinal 2| Round 2
1639,Piotr Podlaski,Ukraine - National University of Kharkiv,5,Opp,6.0,Hryhorii Ovcharenko,6. Broken pencils,2,Semifinal 2| Round 2
1640,Piotr Podlaski,Switzerland,5,Mod,7.0,Ivan Rojkov,6. Broken pencils,2,Semifinal 2| Round 2
1641,Simon Luca Villani,Colombia,5,Rep,5.0,Steven Rico,6. Broken pencils,2,Semifinal 2| Round 2
1642,Simon Luca Villani,Ukraine - National University of Kharkiv,5,Opp,6.0,Hryhorii Ovcharenko,6. Broken pencils,2,Semifinal 2| Round 2
1643,Simon Luca Villani,Switzerland,5,Mod,8.0,Ivan Rojkov,6. Broken pencils,2,Semifinal 2| Round 2
1644,Suzanne Andersen,Colombia,5,Rep,6.0,Steven Rico,6. Broken pencils,2,Semifinal 2| Round 2
1645,Suzanne Andersen,Ukraine - National University of Kharkiv,5,Opp,6.0,Hryhorii Ovcharenko,6. Broken pencils,2,Semifinal 2| Round 2
1646,Suzanne Andersen,Switzerland,5,Mod,5.0,Ivan Rojkov,6. Broken pencils,2,Semifinal 2| Round 2
1647,Aake Andersson,France – École polytechnique,6,Rep,6.0,Mathieu Lizee,1. Tesla coil engine,3,IPT2019 Final| Round 3
